Trend,Plunge
100.540759748637,-0.10115318111543
100.43359690343,-0.11592710861225
100.353473689363,-0.130725409207623
100.315424242977,-0.145259245565134
100.322434370853,-0.159294824575561
100.365263717569,-0.172487140204416
100.428587706119,-0.184316240458523
100.498391630265,-0.194174814012236
100.566389267235,-0.201514602200862
100.630721577719,-0.205950050567488
100.694361983394,-0.207287815067167
-79.2372175421877,0.205506576613478
-79.158341008303,0.200725576258883
-79.0653148727515,0.193191174619085
-78.9587496785,0.183286671829135
-78.8458196095539,0.171523478338448
-78.7408522807094,0.158452220239348
-78.6618387839135,0.144519615093361
100.450140456238,-0.121383697525428
100.288863883929,-0.140160451453494
100.167490146504,-0.158556206816485
100.114864279486,-0.176503727120402
100.134863751619,-0.194152063058719
100.206911457718,-0.21126751060048
100.30124045369,-0.227039714014628
100.39418737159,-0.240378407814031
100.47463687412,-0.250316981375051
100.542815563027,-0.256235693643912
100.606102152947,-0.257879530598369
-79.324989001216,0.25527435696578
-79.2398185020963,0.248634585914421
-79.1300674535165,0.238325233725805
-78.9928825587474,0.224929331081018
-78.835947194593,0.209325483028171
-78.6818412654506,0.192502358560305
-78.5639459765404,0.175088432650317
100.338209372157,-0.147286445903986
100.083957545098,-0.170577628660771
99.8899750934662,-0.19184675230175
99.8167233102422,-0.212080398086746
99.8679704038362,-0.233038313632201
99.9955810112513,-0.255026042258011
100.14073010088,-0.276452160229194
100.265162587075,-0.295004108773159
100.357007686974,-0.308793304855891
100.422724434099,-0.316786632979058
100.477533963356,-0.318696560105897
-79.4606793990753,0.314717606826911
-79.3745944346265,0.305295277972328
-79.2489852444616,0.290957740661194
-79.0727696045719,0.27251982535236
-78.8486344266475,0.251636143467221
-78.6097895549387,0.230544792670492
-78.4210159018905,0.2103864013858
100.206947831588,-0.181348996389807
99.782879316234,-0.208166019030596
99.4497775656873,-0.226724766059822
99.3487688389856,-0.242304554447373
99.4758681309656,-0.26299613364835
99.7104576770939,-0.290661984478456
99.9364592863972,-0.320856083027707
100.099276763517,-0.347847851277954
100.195476173369,-0.367637069595228
100.246519425197,-0.378520126043333
100.280062117737,-0.380343245228419
-79.6764664583347,0.373776465324424
-79.5982189625839,0.359984344416228
-79.463024770479,0.33978928509917
-79.2439019953873,0.313791763364393
-78.9196151597787,0.285170020222322
-78.5275384500168,0.260400006985668
-78.1987007184735,0.242980818317974
100.080197489092,-0.228566138441896
99.3259363631892,-0.252703163339265
-81.3032249968905,0.243684256096938
98.5700925108808,-0.225013757597068
98.8887182210748,-0.231026775836966
99.3264021701546,-0.265340321343488
99.6691411538495,-0.311286306531748
99.8658365423024,-0.353552653093426
99.9463575592653,-0.383254204468819
99.9627846406542,-0.397988417586611
99.9578194202892,-0.398373025168323
