X_Obs,Y_Obs,Z_Obs,PercentCSSChange,PercentTnChange,AllSum
440092.7,4382573.3,0,-0.335518767440784,-0.679962634549391,1.69525814677342
440092.7,4383573.3,0,-0.356468266202364,-0.678615740419209,1.69411999267429
440092.7,4384573.3,0,-0.371199300823671,-0.675522551708291,1.69320861090377
440092.7,4385573.3,0,-0.383997212350169,-0.669090495246261,1.69235547293465
440092.7,4386573.3,0,-0.398735214188957,-0.649812952681435,1.69133722798674
440092.7,4387573.3,0,-0.417861228332067,-0.608763778629141,1.69007144335471
440092.7,4388573.3,0,-0.440588546721141,-0.536766804767805,1.69140878451547
440092.7,4389573.3,0,-0.427468758229608,-0.430205864978354,1.69250092675979
440092.7,4390573.3,0,-0.3949694484224,-0.297520204952386,1.69380763386739
441092.7,4373573.3,0,-0.0743412411910118,-0.0404475529004862,1.70808547496158
441092.7,4374573.3,0,-0.053930579521594,-0.21403552705426,1.71068549313093
441092.7,4375573.3,0,-0.0351835622306914,-0.430036573759666,1.71234970078558
441092.7,4376573.3,0,-0.0449012602796096,-0.642301069888306,1.71182504931951
441092.7,4377573.3,0,-0.0988380119446062,-0.80465209063228,1.7088333472707
441092.7,4378573.3,0,-0.182300743498016,-0.897981994784345,1.70435159048883
441092.7,4379573.3,0,-0.27145085841663,-0.932803652484976,1.69970185093421
441092.7,4380573.3,0,-0.347624698902872,-0.934426302558096,1.69584023419425
441092.7,4381573.3,0,-0.402566689115896,-0.928626480806326,1.69317911026469
441092.7,4382573.3,0,-0.436517932909378,-0.921455275195044,1.69148790842939
441092.7,4383573.3,0,-0.454386880167457,-0.920156909861628,1.69050786184672
441092.7,4384573.3,0,-0.462952078901825,-0.921481289241538,1.68984147128833
441092.7,4385573.3,0,-0.469298363289577,-0.922025258260411,1.68919103510403
441092.7,4386573.3,0,-0.480096704856239,-0.911093239838617,1.68824075870378
441092.7,4387573.3,0,-0.501370229170986,-0.870711268736005,1.68668942110342
441092.7,4388573.3,0,-0.535772556622194,-0.781192119358708,1.68449516591454
441092.7,4389573.3,0,-0.537837999814766,-0.627940075660808,1.68855323312326
441092.7,4390573.3,0,-0.497879235097224,-0.421299969316196,1.69012897342285
442092.7,4373573.3,0,-0.0940986772485363,0.00325461116692862,1.70747934308301
442092.7,4374573.3,0,-0.036715876811901,-0.265723121511398,1.71287187921004
442092.7,4375573.3,0,0.018552407092582,-0.632636403546899,1.71707944553311
442092.7,4376573.3,0,0.0239837142453564,-0.995992329652398,1.71716202488196
442092.7,4377573.3,0,-0.0607136492237193,-1.2512378670478,1.71232530172011
442092.7,4378573.3,0,-0.198911264682927,-1.36864610445961,1.70492542242238
442092.7,4379573.3,0,-0.338824416713302,-1.38614024157081,1.69774156841626
442092.7,4380573.3,0,-0.447953179824183,-1.36757292172497,1.69249403927498
442092.7,4381573.3,0,-0.517131488864503,-1.34164561579097,1.68927290904744
442092.7,4382573.3,0,-0.551370493403775,-1.32447041174583,1.68764011184152
442092.7,4383573.3,0,-0.560765014383238,-1.32374145171366,1.68707452962975
442092.7,4384573.3,0,-0.556578565140386,-1.33512956347695,1.68698004430704
442092.7,4385573.3,0,-0.549807126666965,-1.35010493324776,1.68684630789509
442092.7,4386573.3,0,-0.549922185244701,-1.3544364760138,1.68621017195476
442092.7,4387573.3,0,-0.568641514181506,-1.32712243433377,1.6845252496195
442092.7,4388573.3,0,-0.621017627319315,-1.22330971395048,1.68109854903048
442092.7,4389573.3,0,-0.665811952568964,-0.995504527123984,1.68441905641521
442092.7,4390573.3,0,-0.626137630108427,-0.647042808086612,1.68587768715853
443092.7,4373573.3,0,-0.133099942549869,0.105337682276491,1.70583175910463
443092.7,4374573.3,0,0.0215527998156197,-0.328830351266077,1.7175120331695
443092.7,4375573.3,0,0.189543069065903,-1.01813043191021,1.72903765411901
443092.7,4376573.3,0,0.261401738195164,-1.71149146133347,1.73194776628962
443092.7,4377573.3,0,0.123084197237082,-2.13828271547665,1.72370714456705
443092.7,4378573.3,0,-0.118154759667462,-2.26975323237377,1.71086073900197
443092.7,4379573.3,0,-0.343423316096398,-2.24728330797544,1.69976485089501
443092.7,4380573.3,0,-0.500403693193885,-2.17519492419846,1.69243861878982
443092.7,4381573.3,0,-0.584674343485154,-2.11043506819935,1.68860244121364
443092.7,4382573.3,0,-0.613492005980858,-2.07894706359622,1.68730763578489
443092.7,4383573.3,0,-0.604995498037091,-2.08243604531824,1.68761189631955
443092.7,4384573.3,0,-0.576245085541989,-2.11739607392297,1.68872236288915
443092.7,4385573.3,0,-0.546537096779696,-2.15866618921754,1.6896095241196
443092.7,4386573.3,0,-0.525238141267291,-2.18707336736458,1.6898001438766
443092.7,4387573.3,0,-0.524189556428215,-2.19338531824869,1.68866713707773
443092.7,4388573.3,0,-0.594377715807778,-2.10259589467792,1.68371705679095
443092.7,4389573.3,0,-0.750970904483244,-1.7585378083721,1.68348896666191
443092.7,4390573.3,0,-0.753806731980737,-1.10510915944621,1.68283149360241
444092.7,4373573.3,0,-0.237041463047479,0.341195023356663,1.70050023516706
444092.7,4374573.3,0,0.167090957664641,-0.364745334071504,1.72684051962142
444092.7,4375573.3,0,0.734402401047696,-1.83877822472693,1.76262763512328
444092.7,4376573.3,0,1.08605100144834,-3.36619007365752,1.77785454043919
444092.7,4377573.3,0,0.847792795138035,-4.11530149548402,1.76289013052479
444092.7,4378573.3,0,0.40535721917887,-4.21536254126455,1.74001453618736
444092.7,4379573.3,0,0.0377753215298044,-4.08339383884887,1.7225780362194
444092.7,4380573.3,0,-0.191669524636056,-3.89731019221367,1.71199482986789
444092.7,4381573.3,0,-0.288812314256622,-3.76857594224518,1.70753680800199
444092.7,4382573.3,0,-0.302739385532387,-3.72120121936939,1.70697584432876
444092.7,4383573.3,0,-0.26016090997246,-3.74224376572823,1.7090378538943
444092.7,4384573.3,0,-0.176737005172898,-3.82340107846399,1.71275960359791
444092.7,4385573.3,0,-0.107011452841657,-3.91735181147671,1.71557773074309
444092.7,4386573.3,0,-0.0620378635934505,-3.96265020167353,1.71694235238691
444092.7,4387573.3,0,0.00705785232646235,-4.0294260457106,1.71867420278995
444092.7,4388573.3,0,-0.0261318631975949,-4.05650795098668,1.71424100072288
444092.7,4389573.3,0,-0.449924235612251,-3.5704365032359,1.70290913583438
444092.7,4390573.3,0,-0.710100376874132,-2.16221636990649,1.69035266155696
445092.7,4373573.3,0,-0.506853320265746,0.853460658460672,1.68590074712547
445092.7,4374573.3,0,0.406461028477854,-0.121903871828066,1.73961810195451
445092.7,4375573.3,0,2.61016970897772,-3.77155059056879,1.86988638014453
445092.7,4376573.3,0,4.23786880557642,-7.77701617330753,1.9434161563684
445092.7,4377573.3,0,3.77284743803998,-9.02718893620637,1.91343775443032
445092.7,4378573.3,0,2.94517107489728,-8.92528149659615,1.87346796649249
445092.7,4379573.3,0,2.34966501162574,-8.54467204128579,1.84529438998399
445092.7,4380573.3,0,1.96541416651721,-8.1073920617198,1.82692047958826
445092.7,4381573.3,0,1.8667640417756,-7.90898659362431,1.82221355559031
445092.7,4382573.3,0,1.87677044171435,-7.84947538387926,1.82257266437506
445092.7,4383573.3,0,1.97655776531693,-7.89783326297188,1.82762298779448
445092.7,4384573.3,0,2.21943564833512,-8.09657784108695,1.83943205677492
445092.7,4385573.3,0,2.41075046098299,-8.33631338653407,1.84790123685432
445092.7,4386573.3,0,2.38652256330935,-8.27855194522872,1.84648244091946
445092.7,4387573.3,0,2.61185240433868,-8.41035937556596,1.85647659332995
445092.7,4388573.3,0,2.9337842930276,-8.86094342768114,1.86716255999473
445092.7,4389573.3,0,2.11252489253601,-8.48359722041445,1.83203057850285
445092.7,4390573.3,0,0.439533027817637,-4.93831795192707,1.75613220172064
446092.7,4373573.3,0,-1.12362986802283,1.67406733212555,1.64892697930758
446092.7,4374573.3,0,-0.175377133840164,1.61843884923437,1.70738339648438
446092.7,4375573.3,0,9.0381103949158,-7.71748262461556,2.21833105369054
446092.7,4376573.3,0,16.3267577408531,-19.4532278313213,2.57206527101668
446092.7,4377573.3,0,15.0694841503516,-20.6439049210362,2.5041752036132
446092.7,4378573.3,0,13.6183996973399,-19.6358406759972,2.43638667976405
446092.7,4379573.3,0,12.7506651109118,-19.0574502260231,2.39212616537067
446092.7,4380573.3,0,11.9525485819086,-18.2145961517064,2.35170577719055
446092.7,4381573.3,0,11.9291262683608,-18.035559482642,2.34942899837149
446092.7,4382573.3,0,11.8712072479223,-17.9751173612683,2.34672280771817
446092.7,4383573.3,0,12.1237347064329,-18.0452128950339,2.35934810299232
446092.7,4384573.3,0,12.616111730538,-18.2913160654699,2.38531618354091
446092.7,4385573.3,0,13.443792740352,-18.9687708496423,2.42446525748568
446092.7,4386573.3,0,12.9128649144985,-18.3093060972259,2.39921218099574
446092.7,4387573.3,0,13.2574727937406,-18.4393533477276,2.41708023175487
446092.7,4388573.3,0,14.8791760640976,-19.7385623363157,2.49451232902378
446092.7,4389573.3,0,14.4412845362438,-21.0004152695303,2.47081183168964
446092.7,4390573.3,0,6.93404186040995,-12.0601537820936,2.09305582314793
447092.7,4373573.3,0,-1.46416424124376,1.79743512668863,1.61887636189242
447092.7,4374573.3,0,-4.02671426729253,5.594769528322,1.48607893877289
447092.7,4375573.3,0,15.5201221490715,-5.14839656007918,2.12148482496385
447092.7,4376573.3,0,29.9815649024817,-21.8926633294837,2.99364380825173
447092.7,4377573.3,0,31.0981255423542,-29.5432585448467,3.15663515686971
447092.7,4378573.3,0,28.3647009545292,-23.9244197778117,2.98606777598212
447092.7,4379573.3,0,28.3184400698564,-29.214536165901,3.13749290329456
447092.7,4380573.3,0,29.4977848829478,-25.1040724921204,3.08510218812967
447092.7,4381573.3,0,28.9323661275146,-25.3595012549546,3.13045697515666
447092.7,4382573.3,0,27.4733639037951,-28.5531317624275,3.25571795536397
447092.7,4383573.3,0,27.4034867469304,-22.9403933800198,3.18826529163141
447092.7,4384573.3,0,30.1342086419202,-27.2533250733532,3.42234151211526
447092.7,4385573.3,0,28.4805678961217,-27.0980233252287,3.50109966459623
447092.7,4386573.3,0,25.1190920443403,-19.7448309544353,3.34084134208483
447092.7,4387573.3,0,33.0459776367542,-29.1254867623657,3.72831940142971
447092.7,4388573.3,0,38.2967940944984,-23.4681017544385,3.66759906220999
447092.7,4389573.3,0,40.0714157227337,-27.8107686765296,3.686950626934
447092.7,4390573.3,0,25.3426233129138,-25.1317859712757,3.04890159384628
448092.7,4373573.3,0,-1.13714005583308,1.52293355574121,1.62392603704348
448092.7,4374573.3,0,-3.15019926887547,4.35631075387503,1.47399858961556
448092.7,4375573.3,0,1.94544674783843,-10.0871793345464,1.29814019941298
448092.7,4376573.3,0,4.85163319642796,-21.631204496973,2.12338650406224
448092.7,4377573.3,0,5.4247006310272,-17.5125077671632,2.05053171870042
448092.7,4378573.3,0,19.0732068903419,-6.54307786865073,2.20515752992351
448092.7,4379573.3,0,34.3394861888776,5.28104769016755,1.42127281157365
448092.7,4380573.3,0,45.6835601990833,15.3314412070457,2.64298040194349
448092.7,4381573.3,0,23.8240827238246,21.6223485767895,1.96774516196323
448092.7,4382573.3,0,-18.5071356100418,18.8420427914342,0.768368755758002
448092.7,4383573.3,0,-27.6874769051898,6.76568390035626,2.07034459850742
448092.7,4384573.3,0,-9.27392153921503,-6.92717917467713,1.94421034745336
448092.7,4385573.3,0,3.61780674681486,-13.2354938195277,1.98380036636185
448092.7,4386573.3,0,0.177648627205077,1.08306237898537,1.85285658901117
448092.7,4387573.3,0,-17.9322433656754,23.6781289254444,0.733099864625871
448092.7,4388573.3,0,2.2277496428594,-0.101594087955984,1.92145978196593
448092.7,4389573.3,0,4.61728707132749,-3.23070739018965,2.07120878792545
448092.7,4390573.3,0,1.22507774909253,-0.446851222077913,2.51778139879955
449092.7,4373573.3,0,-0.706820139553273,1.54109344728307,1.65431937012483
449092.7,4374573.3,0,-2.13082281341459,3.82446807549806,1.57703046875438
449092.7,4375573.3,0,-3.84912170073436,0.478629056009772,1.57438117083286
449092.7,4376573.3,0,2.29645154395171,-10.0586462442877,1.85207605284675
449092.7,4377573.3,0,0.365525742061417,-7.71618788230902,1.77225871508242
449092.7,4378573.3,0,-1.15770616586727,-5.42713733673991,1.70156618184463
449092.7,4379573.3,0,-0.214561582134422,-6.67994204261616,1.73932492191968
449092.7,4380573.3,0,-2.05291029587196,-5.20042109733228,1.64848885810899
449092.7,4381573.3,0,-1.44502712074875,-5.29765492714302,1.68161798476498
449092.7,4382573.3,0,-0.897916346262146,-6.44741011909676,1.70173739400082
449092.7,4383573.3,0,-2.1772272373596,-4.73222256886669,1.64441532652443
449092.7,4384573.3,0,-0.855350147439047,-6.11648310602308,1.70814735419931
449092.7,4385573.3,0,-1.18001013484351,-5.97377262867838,1.69065817860168
449092.7,4386573.3,0,0.467343714133683,-5.9932342375378,1.77556026187403
449092.7,4387573.3,0,0.617891779168819,-6.53984796865017,1.78331783559038
449092.7,4388573.3,0,1.21049523822594,-7.33547315340655,1.81777977962375
449092.7,4389573.3,0,3.62434121787801,-9.5609310245289,1.93705980474642
449092.7,4390573.3,0,5.53169101812646,-6.77791023524497,2.04624817463307
450092.7,4373573.3,0,-0.740624625439713,1.28027156263404,1.66460093121601
450092.7,4374573.3,0,-1.68136817010679,1.68482327054976,1.62892143724055
450092.7,4375573.3,0,-2.83094085428532,-0.141801904060266,1.60925709851487
450092.7,4376573.3,0,-2.82349620399836,-2.84703853814609,1.57859829213094
450092.7,4377573.3,0,-2.78793849338641,-2.90440463042931,1.58839308008356
450092.7,4378573.3,0,-3.22771722531515,-2.39902946975755,1.57077298795844
450092.7,4379573.3,0,-3.43054992822262,-2.17115366697432,1.56126167138541
450092.7,4380573.3,0,-3.67066359678059,-1.89254755629422,1.54966692331366
450092.7,4381573.3,0,-3.85419348200058,-1.77106296364483,1.53991781828946
450092.7,4382573.3,0,-3.7707364303463,-1.87845095067522,1.5434859829666
450092.7,4383573.3,0,-3.73972362993384,-1.85287481275767,1.54549292841068
450092.7,4384573.3,0,-3.83918853507538,-1.81311820095308,1.54074230999834
450092.7,4385573.3,0,-3.60182286010723,-2.05308885721918,1.55218572213009
450092.7,4386573.3,0,-3.07744716694432,-2.4248398063198,1.57799646634427
450092.7,4387573.3,0,-2.89089306060606,-2.61921617616501,1.58781549765658
450092.7,4388573.3,0,-2.19217402546893,-3.22611241068247,1.62118700691648
450092.7,4389573.3,0,-0.809881638535076,-3.71575318173882,1.68924250135356
450092.7,4390573.3,0,-0.131432045544492,-1.95717787816511,1.72896132067002
451092.7,4373573.3,0,-0.722654342595863,0.827643437825098,1.67268080069836
451092.7,4374573.3,0,-1.21896601369568,0.723027685665089,1.65747658959698
451092.7,4375573.3,0,-1.96682036736054,-0.0260228212680504,1.63922714346895
451092.7,4376573.3,0,-2.36969867732101,-0.931292814393631,1.6245541814129
451092.7,4377573.3,0,-2.40335831215872,-1.2025702477748,1.61579203185494
451092.7,4378573.3,0,-2.54928036229992,-1.0810879729924,1.61171775700414
451092.7,4379573.3,0,-2.68658683233018,-0.929990491436766,1.6069597366151
451092.7,4380573.3,0,-2.81319936964818,-0.784975511501263,1.60199755280424
451092.7,4381573.3,0,-2.90954590565229,-0.698384280372793,1.59771545935777
451092.7,4382573.3,0,-2.92586172085498,-0.697486500673411,1.59680027667597
451092.7,4383573.3,0,-2.92235297574199,-0.699489055666731,1.59699737288197
451092.7,4384573.3,0,-2.91366052445859,-0.721160882521245,1.59734674731064
451092.7,4385573.3,0,-2.8066614630313,-0.840961090128034,1.60166366240936
451092.7,4386573.3,0,-2.60159185722249,-1.01108004869866,1.61021970031877
451092.7,4387573.3,0,-2.34009324839604,-1.18636312770972,1.60661697726299
451092.7,4388573.3,0,-1.87413743730194,-1.40305175385419,1.62887912334669
451092.7,4389573.3,0,-1.20352913652801,-1.40947456379232,1.66278332406438
451092.7,4390573.3,0,-0.761543279355687,-0.700871656315588,1.68586272157432
452092.7,4373573.3,0,-0.587954996084424,0.488876484633274,1.68231718556758
452092.7,4374573.3,0,-0.896445907545463,0.347176035801715,1.67314609730792
452092.7,4375573.3,0,-1.33094162670396,-0.0128104758252423,1.6615993771101
452092.7,4376573.3,0,-1.64409618983348,-0.411565603245043,1.65096748941877
452092.7,4377573.3,0,-1.70280388928555,-0.616554670837317,1.64232580183471
452092.7,4378573.3,0,-1.76522266028279,-0.627483088596704,1.64099205422425
452092.7,4379573.3,0,-1.83620383053654,-0.561654632622388,1.63889293419957
452092.7,4380573.3,0,-1.90485941465185,-0.488401916889626,1.63656168484884
452092.7,4381573.3,0,-1.95773090104848,-0.436931699886004,1.63453304614667
452092.7,4382573.3,0,-1.98139978272609,-0.418545986744926,1.63355331929568
452092.7,4383573.3,0,-1.98095195366049,-0.421819569082461,1.63356810630428
452092.7,4384573.3,0,-1.9547838901406,-0.449116040369394,1.63460029232541
452092.7,4385573.3,0,-1.88110813611937,-0.513611211875505,1.63754478209673
452092.7,4386573.3,0,-1.74729647623387,-0.601642420960528,1.64295324580473
452092.7,4387573.3,0,-1.54365552841702,-0.693906833370554,1.65129396837499
452092.7,4388573.3,0,-1.24785619388992,-0.759430770642486,1.65608058076767
452092.7,4389573.3,0,-0.901185701017587,-0.673212247076721,1.67355527723224
452092.7,4390573.3,0,-0.644550675994087,-0.33882264177827,1.68634970373084
453092.7,4373573.3,0,-0.477274940281115,0.291109428204072,1.68871208253715
453092.7,4374573.3,0,-0.672741774894243,0.176787556997823,1.68293883375582
453092.7,4375573.3,0,-0.93565080338691,-0.0243169291101237,1.67577369674976
453092.7,4376573.3,0,-1.14846770749459,-0.238330611967872,1.6689247030739
453092.7,4377573.3,0,-1.19880539464387,-0.379096178247039,1.66189701716818
453092.7,4378573.3,0,-1.23383023393764,-0.426066034559265,1.66124427633666
453092.7,4379573.3,0,-1.26902866201523,-0.412668842419578,1.66039844980424
453092.7,4380573.3,0,-1.30373658817947,-0.380502026506343,1.65940350568931
453092.7,4381573.3,0,-1.33109049036023,-0.353591842431787,1.65854174335024
453092.7,4382573.3,0,-1.34397727298656,-0.340932089945131,1.65813281319417
453092.7,4383573.3,0,-1.33870246978709,-0.343399546802329,1.6583809726938
453092.7,4384573.3,0,-1.31057034798172,-0.362505508729846,1.65951512337035
453092.7,4385573.3,0,-1.25084860893637,-0.397425026536981,1.66189777190364
453092.7,4386573.3,0,-1.15148461799716,-0.441655615978683,1.66592774457927
453092.7,4387573.3,0,-1.00757061806774,-0.480992748392407,1.67192463454748
453092.7,4388573.3,0,-0.823124859338643,-0.481945851005843,1.67464497502493
453092.7,4389573.3,0,-0.628958909005616,-0.397186352597893,1.68436897011254
453092.7,4390573.3,0,-0.47815953429542,-0.211291597598756,1.6917077330129
454092.7,4373573.3,0,-0.387979177662722,0.175429621524104,1.69319995489119
454092.7,4374573.3,0,-0.558196287879767,0.0896624160258551,1.68885021334159
454092.7,4375573.3,0,-0.68290670931329,-0.0356238311433142,1.68484512365059
454092.7,4376573.3,0,-0.829357671661514,-0.166306922618323,1.6803594724382
454092.7,4377573.3,0,-0.866648981483185,-0.26472920361702,1.67661215544889
454092.7,4378573.3,0,-0.888856549905385,-0.315552759892334,1.67446182259256
454092.7,4379573.3,0,-0.906551739228475,-0.327744513816227,1.67417371842938
454092.7,4380573.3,0,-0.922325153704067,-0.319690547004397,1.67385296484368
454092.7,4381573.3,0,-0.933601969423839,-0.308557580898301,1.67362525210409
454092.7,4382573.3,0,-0.936102109913899,-0.303055543826297,1.67367503711703
454092.7,4383573.3,0,-0.925748255180986,-0.305449691467165,1.67417031425915
454092.7,4384573.3,0,-0.898341803360084,-0.316095356602577,1.67530267483657
454092.7,4385573.3,0,-0.849253698904315,-0.333689673524204,1.67730411235786
454092.7,4386573.3,0,-0.77496430435646,-0.353333614931188,1.68038653249638
454092.7,4387573.3,0,-0.675595976829218,-0.362221745516871,1.68457287708494
454092.7,4388573.3,0,-0.558748932150603,-0.340766405602992,1.68607139347132
454092.7,4389573.3,0,-0.442732865769879,-0.271662288276792,1.69184749147084
454092.7,4390573.3,0,-0.350325002248166,-0.155565774064299,1.69808155819451
